EAR,MOR,NLR,State
0.26357739480163456,0.4842072211123007,1.747472041717797,Normal
0.2628774570650131,0.4765572669752069,1.6762327098469876,Normal
0.24762805852075828,0.47225270707164113,1.7460757394239454,Normal
0.21754514776301398,0.47585295856950244,1.677687141972979,Normal
0.22988448131531353,0.40837510834633284,1.677687141972979,Normal
0.2054231221908593,0.3943197493351577,1.747472041717797,Normal
0.20680922182401776,0.3950516672920738,1.6762327098469876,Normal
0.2037039974869725,0.43979867046457366,1.677687141972979,Normal
0.21312857140299418,0.4089688987083032,1.677687141972979,Normal
0.18569533817705186,0.4147492619849109,1.747472041717797,Normal
0.20310954211479482,0.4194595830281936,1.8159187690009033,Normal
0.30088553971495646,0.5738256255801354,0.9802936344565832,Normal
0.26980214082415077,0.5770499478842124,0.9778024140774094,Normal
0.22364955651058394,0.42905486606687737,1.8857617985778612,Normal
0.2820495098320607,0.5702718009052848,0.9106416928094863,Normal
0.22367405656091693,0.40732879735289745,1.7460757394239454,Normal
0.23521715630541976,0.44697812289451494,1.7460757394239454,Normal
0.30762802704517433,0.5792585307231491,0.9186416270909946,Normal
0.3250426753366683,0.561084116735589,0.9877295966495897,Normal
0.21100802363919607,0.4500355741653051,1.6762327098469876,Normal
0.18562463445153965,0.4455262649482904,1.7460757394239454,Normal
0.2947649874889798,0.5571790452021734,1.0569168229958814,Normal
0.20767181366839632,0.41017580457837227,1.677687141972979,Normal
0.3101505114925428,0.5108730070573784,1.0569168229958814,Normal
0.199136593404297,0.42697353261395143,1.6762327098469876,Normal
0.2613501735484345,0.504392470905229,1.0499709635938719,Normal
0.1878969425381697,0.4766513247167846,1.677687141972979,Normal
0.26340398273844556,0.18460770258199521,1.3343492064965785,Normal
0.21865954790976472,0.4129220762078786,1.60638968027003,Normal
0.25347093560190287,0.1918629459228406,1.4815943949743844,Normal
0.22211946988476708,0.4060778038876236,1.6079072901316593,Normal
0.29750649078634317,0.2559446436460459,1.4683656087553978,Normal
0.1945680629967888,0.46647369454724313,1.677687141972979,Normal
0.27650659338635664,0.2807022876983124,1.4683656087553978,Normal
0.22286745449096035,0.39632230073581304,1.60638968027003,Normal
0.2893713741753535,0.30395401856351745,1.3968605915391563,Normal
0.21072260562543796,0.41981806883109174,1.677687141972979,Normal
0.34312370392302466,0.27942454809496975,1.4683656087553978,Normal
0.18979282260382188,0.4294971133477176,1.677687141972979,Normal
0.28937365628272577,0.11770409192440812,1.4683656087553978,Normal
0.2309517399065534,0.443417169036874,1.6079072901316593,Normal
0.28743903284191574,0.323484976485939,1.398605577343237,Normal
0.21071362897964185,0.4333644586018442,1.747472041717797,Normal
0.3093781469452468,0.3669668640879477,1.3968605915391563,Normal
0.23267481705249723,0.4115369882942501,1.7460757394239454,Normal
0.3237620604627127,0.1366801579365239,1.2745156899396881,Normal
0.23568249792391405,0.34470620045428074,1.6762327098469876,Head Bending
0.20154902902774033,0.28999595203412276,1.7460757394239454,Head Bending
0.18616978004537593,0.28130729788260106,1.7460757394239454,Head Bending
0.1712212031103581,0.32340626231234537,1.747472041717797,Head Bending
0.1768383829157512,0.31687608503359593,1.7460757394239454,Head Bending
0.18692464201358422,0.34896100194336954,1.6762327098469876,Head Bending
0.18719328732484813,0.3839500234563212,1.536546650693072,Head Bending
0.2283042133047377,0.3287774347026889,1.536546650693072,Head Bending
0.21253856132379512,0.32170420012694945,1.60638968027003,Head Bending
0.2059466299796392,0.39545854982926015,1.60638968027003,Head Bending
0.13379201433402857,0.4352983229632358,1.6079072901316593,Head Bending
0.15038149131515854,0.38175304247783326,1.7460757394239454,Head Bending
0.17159101495839457,0.4305085109496133,1.9556048281548188,Head Bending
0.23535440191612467,0.421309809926844,1.9568516276618744,Head Bending
0.2289334966661471,0.4207311942177484,2.0266516901457763,Head Bending
0.23858030845510328,0.44067585742375626,1.8870547447692387,Head Bending
0.25163402585326355,0.3770829504398023,0.9877295966495897,Head Bending
0.24644266593878897,0.39870967085158704,1.1955200929649517,Head Bending
0.21645752031209686,0.4226536084521191,1.8870547447692387,Head Bending
0.17628006700634602,0.4276687336599862,1.8159187690009033,Head Bending
0.25278085717649745,0.25859944221011566,1.3343492064965785,Head Bending
0.16129324124615346,0.4306293846281196,1.7460757394239454,Head Bending
0.26053416011750385,0.25544495233468056,1.398605577343237,Head Bending
0.17829732449852775,0.42562975618673426,1.7460757394239454,Head Bending
0.2786828139532681,0.2268719031838597,1.3288542653491333,Head Bending
0.15221798244383083,0.41309984172185327,1.7460757394239454,Head Bending
0.3120208522527873,0.26350417491858835,1.3288542653491333,Head Bending
0.1499310998196447,0.39591124072258665,1.7460757394239454,Head Bending
0.2938694112037977,0.24659766113525824,1.2571745323852408,Head Bending
0.1812848014616435,0.44335020118689444,1.747472041717797,Head Bending
0.3282500587989159,0.21976040136550026,1.3968605915391563,Head Bending
0.21233258825526913,0.3957947017648137,2.1662601244608806,Head Bending
0.3200157430859677,0.22362759296204468,1.2571745323852408,Head Bending
0.21861282274619942,0.40077911687755785,2.37876787126568,Head Bending
0.16461160887586723,0.2252733463889757,1.2571745323852408,Head Bending
0.2500554022797141,0.3942285054804346,2.518226243734694,Head Bending
0.15128814205356392,0.28626736648604634,1.187331502808283,Head Bending
0.23410063332885944,0.39862648167966785,2.5879646395593885,Head Bending
0.20664909076752536,0.3195407950073279,1.1196689406183267,Head Bending
0.20251863758345454,0.48408941144616624,2.5851357467777762,Head Bending
0.18963498674789345,0.2827337559481289,1.187331502808283,Head Bending
0.16595091248383498,0.42852319512818166,2.724773429829064,Head Bending
0.2221876054699627,0.2576160615776145,1.18938393563284,Head Bending
0.19751951087080422,0.3952841221398495,2.797211154686474,Head Bending
0.2897478723193072,0.20673754885671486,1.1196689406183267,Head Bending
0.2016090808144731,0.4461069062613339,2.7945940845784696,Head Bending
0.2897366991640493,0.23320381162846934,1.18938393563284,Head Bending
0.20430586295382214,0.43558066444471305,2.727457495588868,Head Bending
0.28104446858932636,0.28619741727187303,1.1196689406183267,Head Bending
0.1789034442618678,0.47210100475117783,2.797211154686474,Head Bending
0.2726226596430127,0.21099392480671036,1.117488473231325,Head Bending
0.2029247763576249,0.45909349426644336,2.797211154686474,Head Bending
0.2875439709985057,0.1674932243786953,1.117488473231325,Head Bending
0.18677605094190636,0.46162590341105814,2.724773429829064,Head Bending
0.24487896599224906,0.2870221754510486,1.1196689406183267,Head Bending
0.20895087220228034,0.41209729913403703,2.7945940845784696,Head Bending
0.259160766642486,0.16920313778582607,1.117488473231325,Head Bending
0.20980598495770153,0.4587001848777483,2.727457495588868,Head Bending
0.260989010989011,0.2788216001400711,1.1196689406183267,Head Bending
0.1839622708594661,0.4531940989615857,2.727457495588868,Head Bending
0.2496823374788419,0.17038119044939978,1.1196689406183267,Head Bending
0.19853420553561368,0.4643412806591868,2.724773429829064,Head Bending
0.2868841748937017,0.13086894521217912,1.187331502808283,Head Bending
0.1890691917119201,0.43532603698793826,2.724773429829064,Head Bending
0.27193610982232974,0.14616137746710492,1.187331502808283,Head Bending
0.15525789027942716,0.47709838622674405,2.727457495588868,Head Bending
0.3009161615866377,0.08836259641188389,1.18938393563284,Head Bending
0.17389035714442713,0.4560677744026655,2.724773429829064,Head Bending
0.22967583967215766,0.44407978437798595,2.6577085306982666,Head Bending
0.3560804051438203,0.4744290238323218,1.1561078521719583,Head Bending
0.23410063332885944,0.42762570246355636,2.654953952106303,Head Bending
